,Max_Amplitude,Dominant_Freq,Entropy,Mean,Median,STD,Kurtosis,Skewness,IQR,First_Percentile,Second_Percentile,Third_Percentile,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Label
0,32767.0,59.0,7.536079515956213,5.147375106811523,17.0,3288.34619140625,37.82295124771317,2.879942827625495,1152.25,-555.25,17.0,597.0,827.441650390625,138.59494018554688,27.87967300415039,45.40013885498047,8.244888305664062,27.06360626220703,-2.519268035888672,11.252497673034668,1.5601952075958252,11.784122467041016,1.1262253522872925,5.364222526550293,2.1531639099121094,extrasystole
1,12883.0,41.5,7.522977625120867,-4.684062480926514,-20.0,1865.6453857421875,10.407062243626877,-0.14100530421123988,1235.25,-622.0,-20.0,613.25,797.5707397460938,132.8375244140625,21.485475540161133,52.281219482421875,10.570456504821777,26.82477569580078,-3.3854594230651855,11.03805923461914,-0.14537477493286133,7.627689361572266,-0.3001224994659424,2.287588119506836,1.841883659362793,extrasystole
2,14109.0,40.5,7.46400558628096,4.381750106811523,-3.0,1820.2889404296875,10.583724909284232,-0.049454834079407865,1090.25,-561.25,-3.0,529.0,794.7613525390625,136.3515625,16.05269432067871,53.588905334472656,16.616092681884766,24.653472900390625,-6.488186359405518,12.343353271484375,1.6812474727630615,7.5892486572265625,-0.6022760272026062,-0.7680898904800415,-0.950545608997345,extrasystole
3,14939.0,51.75,7.352930620415214,12.174437522888184,24.0,1717.6903076171875,13.224325010538838,-0.18519283791705313,890.0,-406.0,24.0,484.0,814.5184326171875,124.83792114257812,28.659481048583984,45.67189025878906,0.41590553522109985,23.915668487548828,-8.686803817749023,6.201326847076416,-5.529012203216553,8.277273178100586,1.7238376140594482,8.340700149536133,6.345411777496338,extrasystole
4,32764.0,41.5,7.469936836803651,0.6136875152587891,-15.0,3553.33203125,23.096822033687864,1.589488391342117,1004.25,-519.25,-15.0,485.0,839.2774047851562,133.40792846679688,24.166786193847656,38.15748596191406,7.458522319793701,32.96672058105469,-3.7637083530426025,10.263365745544434,-0.5811847448348999,9.088865280151367,-0.2734149396419525,2.46627140045166,0.609644889831543,extrasystole
5,32764.0,41.0,7.430518697913609,-4.2191877365112305,-23.0,3544.903076171875,24.27725869402776,1.7634619730599546,1011.25,-530.0,-23.0,481.25,831.3722534179688,134.23068237304688,18.28268814086914,38.8776969909668,9.901863098144531,35.9521369934082,-1.1666007041931152,12.302111625671387,0.5906381607055664,11.167065620422363,0.3261982798576355,4.357804298400879,0.30121493339538574,extrasystole
6,10524.0,78.0,7.315461679158122,0.8291249871253967,18.0,1358.9599609375,14.335415708337923,-0.4809391066599962,990.25,-489.25,18.0,501.0,786.4744873046875,125.27310180664062,19.145343780517578,32.801109313964844,10.656205177307129,34.30009460449219,-4.5424652099609375,8.722694396972656,-0.33803465962409973,12.005353927612305,3.829949140548706,3.2904045581817627,0.3482702374458313,extrasystole
7,32767.0,57.75,8.025025876456944,23.350812911987305,-39.0,6095.04296875,13.012758492368075,0.2808467096441209,2365.25,-1218.25,-39.0,1147.0,878.1768798828125,151.1891326904297,23.45530891418457,49.08747100830078,12.243621826171875,25.44710922241211,5.806120872497559,11.737100601196289,3.1748969554901123,6.305052280426025,-0.4444670081138611,-1.9740054607391357,-2.671466112136841,extrasystole
8,32767.0,57.25,7.464190047625257,-1.5181875228881836,0.5,4626.61962890625,22.831797356018264,1.5777481075975415,1009.0,-510.0,0.5,499.0,868.43359375,131.7562255859375,37.74561309814453,47.039459228515625,5.185551166534424,17.476577758789062,-2.4115710258483887,14.817001342773438,0.00611114501953125,6.128163814544678,-3.200199842453003,3.3200058937072754,-4.943578243255615,extrasystole
9,32767.0,43.0,7.635209135898237,-2.0348124504089355,3.0,4526.18408203125,18.57329499952236,2.0274580203991106,1260.0,-643.0,3.0,617.0,876.9251708984375,129.72308349609375,32.26344680786133,44.219268798828125,7.109470367431641,18.35799217224121,-1.4288716316223145,16.492694854736328,4.926152229309082,9.926729202270508,-2.4444215297698975,2.3577942848205566,-3.1542577743530273,extrasystole
